FAR Code,CASE DATA BLOCK,NCP IDENTIFICATION DATA BLOCK,NCP LOCATE DATA BLOCK,PARTICIPANT DATA BLOCK,ORDER DATA BLOCK,COLLECTION DATA BLOCK,INFORMATION DATA BLOCK
CSI R FRINF,,,,,,,
CSI R FRNNF,,,,,,,
CSI P FSINF,1,,,1,,,
CSI P FUINF,,,,,,,
